Ticker,Company,Country,BICS_L1,BICS_L2,BICS_L3,tags_en,tags_it
FUTU,FUTU HOLDINGS LTD-ADR,HK,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CCEC,CAPITAL CLEAN ENERGY CARRIER,GR,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
GASS,STEALTHGAS INC,GR,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
ESEA,EUROSEAS LTD,GR,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
SBLK,STAR BULK CARRIERS CORP,GR,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
AFRI,FORAFRIC GLOBAL PLC,GI,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
TLSA,TIZIANA LIFE SCIENCES LTD,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ARQQ,ARQIT QUANTUM INC,GB,Technology,Software & Tech Services,Software,other,altro
IMCR,IMMUNOCORE HOLDINGS PLC-ADR,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LIVN,LIVANOVA PLC,GB,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ARM,ARM HOLDINGS PLC-ADR,GB,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
GSM,FERROGLOBE PLC,GB,Materials,Materials,Metals & Mining,materials;chemicals;metals,materiali;chimica;metalli
RZLV,REZOLVE AI PLC,GB,Technology,Software & Tech Services,Software,other,altro
MRX,MAREX GROUP PLC,GB,Financials,Financial Services,Institutional Financial Svcs,banks;insurance;finance,banche;assicurazioni;finanza
AZN,ASTRAZENECA PLC-SPONS ADR,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BCYC,BICYCLE THERAPEUTICS PLC-ADR,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CMPS,COMPASS PATHWAYS PLC,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MREO,MEREO BIOPHARMA GROUP PL-ADR,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LBTYA,LIBERTY GLOBAL LTD-A,GB,Communications,Media,Cable & Satellite,other,altro
AUTL,AUTOLUS THERAPEUTICS PLC,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
PNR,PENTAIR PLC,GB,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
TRMD,TORM PLC-A,GB,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
AXIN,AXIOM INTELLIGENCE-CL A,GB,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CCEP,COCA-COLA EUROPACIFIC PARTNE,GB,Consumer Staples,Consumer Staple Products,Beverages,food;beverages;household,alimentari;bevande;casa
MRNO,MURANO GLOBAL INVESTMENTS PL,GB,Real Estate,Real Estate,Real Estate Owners & Developers,real estate;property,immobiliare;proprietà
WTW,WILLIS TOWERS WATSON PLC,GB,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
LBTYB,LIBERTY GLOBAL LTD-B,GB,Communications,Media,Cable & Satellite,other,altro
AON,AON PLC-CLASS A,GB,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
VRNA,VERONA PHARMA PLC - ADR,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SLN,SILENCE THERAPEUTICS PLC-ADR,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
VOD,VODAFONE GROUP PLC-SP ADR,GB,Communications,Telecommunications,Telecommunications,other,altro
INDV,INDIVIOR PLC,GB,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
DGNX,DIGINEX LTD,GB,Technology,Software & Tech Services,Software,other,altro
LBTYK,LIBERTY GLOBAL LTD-C,GB,Communications,Media,Cable & Satellite,other,altro
GRRR,GORILLA TECHNOLOGY GROUP INC,GB,Technology,Software & Tech Services,IT Services,other,altro
ALLFG,ALLFUNDS GROUP PLC,GB,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
GET,GETLINK SE,FR,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
VALN,VALNEVA SE - ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
VK,VALLOUREC SA,FR,Materials,Materials,Steel,materials;chemicals;metals,materiali;chimica;metalli
NBTX,NANOBIOTIX SA - ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FDJU,FDJ UNITED,FR,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
IPHA,INNATE PHARMA SA-SPONS ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MF,WENDEL,FR,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
GNFT,GENFIT-ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CS,AXA SA,FR,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
DBVT,DBV TECHNOLOGIES SA-SPON ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CDI,CHRISTIAN DIOR SE,FR,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,consumer;retail;autos,consumi;retail;auto
BOL,BOLLORE SE,FR,Communications,Media,Entertainment Content,other,altro
TEP,TELEPERFORMANCE,FR,Technology,Software & Tech Services,IT Services,other,altro
SW,SODEXO SA,FR,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
SAN,SANOFI,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ORA,ORANGE,FR,Communications,Telecommunications,Telecommunications,other,altro
IPN,IPSEN,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BN,DANONE,FR,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
AKE,ARKEMA,FR,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
EDEN,EDENRED,FR,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
ELIS,ELIS SA,FR,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
LR,LEGRAND SA,FR,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
ABVX,ABIVAX SA-ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ATE,ALTEN SA,FR,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
EL,ESSILORLUXOTTICA,FR,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AC,ACCOR SA,FR,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
AI,AIR LIQUIDE SA,FR,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
GTT,GAZTRANSPORT ET TECHNIGA SA,FR,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
RI,PERNOD RICARD SA,FR,Consumer Staples,Consumer Staple Products,Beverages,food;beverages;household,alimentari;bevande;casa
PUB,PUBLICIS GROUPE,FR,Communications,Media,Advertising & Marketing,other,altro
CA,CARREFOUR SA,FR,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
ML,MICHELIN (CGDE),FR,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
RF,EURAZEO SE,FR,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
TE,TECHNIP ENERGIES NV,FR,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
NEX,NEXANS SA,FR,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
URW,UNIBAIL-RODAMCO-WESTFIELD,FR,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
HO,THALES SA,FR,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
SGO,COMPAGNIE DE SAINT GOBAIN,FR,Materials,Materials,Construction Materials,materials;chemicals;metals,materiali;chimica;metalli
CRTO,CRITEO SA-SPON ADR,FR,Communications,Media,Advertising & Marketing,other,altro
SK,SEB SA,FR,Consumer Discretionary,Consumer Discretionary Products,Home & Office Products,consumer;retail;autos,consumi;retail;auto
SNY,SANOFI-ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AMUN,AMUNDI SA,FR,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
OR,L'OREAL,FR,Consumer Staples,Consumer Staple Products,Household Products,food;beverages;household,alimentari;bevande;casa
VRLA,VERALLIA,FR,Materials,Materials,Containers & Packaging,materials;chemicals;metals,materiali;chimica;metalli
EN,BOUYGUES SA,FR,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
GLE,SOCIETE GENERALE SA,FR,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
IVA,INVENTIVA SA - ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AM,DASSAULT AVIATION SA,FR,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
RXL,REXEL SA,FR,Industrials,Industrial Services,Industrial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
SPIE,SPIE SA,FR,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
AIR,AIRBUS SE,FR,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
ADP,ADP,FR,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
KER,KERING,FR,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,consumer;retail;autos,consumi;retail;auto
SU,SCHNEIDER ELECTRIC SE,FR,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
SAF,SAFRAN SA,FR,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
RNO,RENAULT SA,FR,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
BVI,BUREAU VERITAS SA,FR,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
TTE,TOTALENERGIES SE,FR,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
CLLS,CELLECTIS - ADR,FR,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LI,KLEPIERRE,FR,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
FGR,EIFFAGE,FR,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
COV,COVIVIO,FR,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
ACA,CREDIT AGRICOLE SA,FR,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
BIM,BIOMERIEUX,FR,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SCR,SCOR SE,FR,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
ALO,ALSTOM,FR,Industrials,Industrial Products,Transportation Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
DG,VINCI SA,FR,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
DIM,SARTORIUS STEDIM BIOTECH,FR,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RUI,RUBIS,FR,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
MC,LVMH MOET HENNESSY LOUIS VUI,FR,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,consumer;retail;autos,consumi;retail;auto
GFC,GECINA SA,FR,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
ENGI,ENGIE,FR,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
BNP,BNP PARIBAS,FR,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
VIE,VEOLIA ENVIRONNEMENT,FR,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
RMS,HERMES INTERNATIONAL,FR,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,consumer;retail;autos,consumi;retail;auto
DSY,DASSAULT SYSTEMES SE,FR,Technology,Software & Tech Services,Software,other,altro
SOP,SOPRA STERIA GROUP,FR,Technology,Software & Tech Services,IT Services,other,altro
CAP,CAPGEMINI SE,FR,Technology,Software & Tech Services,IT Services,other,altro
FR,VALEO,FR,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
VALMT,VALMET OYJ,FI,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
STERV,STORA ENSO OYJ-R SHS,FI,Materials,Materials,Containers & Packaging,materials;chemicals;metals,materiali;chimica;metalli
HUH1V,HUHTAMAKI OYJ,FI,Materials,Materials,Containers & Packaging,materials;chemicals;metals,materiali;chimica;metalli
ELISA,ELISA OYJ,FI,Communications,Telecommunications,Telecommunications,other,altro
SAMPO,SAMPO OYJ-A SHS,FI,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
METSO,METSO CORP,FI,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
MANTA,MANDATUM OYJ,FI,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
FORTUM,FORTUM OYJ,FI,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
ORNBV,ORION OYJ-CLASS B,FI,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
KCR,KONECRANES OYJ,FI,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
WRT1V,WARTSILA OYJ ABP,FI,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
NOKIA,NOKIA OYJ,FI,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
NDA,NORDEA BANK ABP,FI,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
HIAB,HIAB OYJ,FI,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
NESTE,NESTE OYJ,FI,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
UPM,UPM-KYMMENE OYJ,FI,Materials,Materials,"Forestry, Paper & Wood Products",materials;chemicals;metals,materiali;chimica;metalli
KESKOB,KESKO OYJ-B SHS,FI,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
KNEBV,KONE OYJ-B,FI,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
TIETO,TIETOEVRY OYJ,FI,Technology,Software & Tech Services,IT Services,other,altro
KEMIRA,KEMIRA OYJ,FI,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
VIS,VISCOFAN SA,ES,Materials,Materials,Containers & Packaging,materials;chemicals;metals,materiali;chimica;metalli
BKT,BANKINTER SA,ES,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
PUIG,PUIG BRANDS SA-B,ES,Consumer Staples,Consumer Staple Products,Household Products,food;beverages;household,alimentari;bevande;casa
EDPR,EDP RENOVAVEIS SA,ES,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
MAP,MAPFRE SA,ES,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
MRL,MERLIN PROPERTIES SOCIMI SA,ES,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
ENG,ENAGAS SA,ES,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
ITX,INDUSTRIA DE DISENO TEXTIL,ES,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
ANA,ACCIONA SA,ES,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
REP,REPSOL SA,ES,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
ELE,ENDESA SA,ES,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
VID,VIDRALA SA,ES,Materials,Materials,Containers & Packaging,materials;chemicals;metals,materiali;chimica;metalli
SAN,BANCO SANTANDER SA,ES,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
CLNX,CELLNEX TELECOM SA,ES,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
CABK,CAIXABANK SA,ES,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
IBE,IBERDROLA SA,ES,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
TEF,TELEFONICA SA,ES,Communications,Telecommunications,Telecommunications,other,altro
GRF,GRIFOLS SA,ES,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RED,REDEIA CORP SA,ES,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
