Ticker,Name,Market Cap,GICS Sector,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,Cntry Terrtry Of Dom,Security
VALN US Equity,VALNEVA SE - ADR,"1033042342,51","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,FR,Valneva SE
VK FP Equity,VALLOUREC SA,"3737974308,27","10,00",Materials,Materials,Steel,Steel Producers,"Long, Pipe & Tubular",FR,Vallourec SACA
NBTX US Equity,NANOBIOTIX SA - ADR,"421899711,54","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,FR,Nanobiotix SA
FDJU FP Equity,FDJ UNITED,"5206087000,00","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Casinos & Gaming,Lottery Services,FR,FDJ UNITED
IPHA US Equity,INNATE PHARMA SA-SPONS ADR,"206064572,06","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,FR,Innate Pharma SA
MF FP Equity,WENDEL,"3710078299,38","40,00",Financials,Financial Services,Asset Management,Investment Companies,Investment Holding Companies,FR,Wendel SE
GNFT US Equity,GENFIT-ADR,"225112755,92","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,FR,Genfit SA
CS FP Equity,AXA SA,"92756569635,62","40,00",Financials,Insurance,Insurance,P&C Insurance,#N/A N/A,FR,AXA SA
DBVT US Equity,DBV TECHNOLOGIES SA-SPON ADR,"273950320,00","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,FR,DBV Technologies SA
CDI FP Equity,CHRISTIAN DIOR SE,"82058717875,33","25,00",Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design","Bags, Leather Goods & Acc Design",FR,Christian Dior SE
BOL FP Equity,BOLLORE SE,"14061519915,00","50,00",Communications,Media,Entertainment Content,Film & TV,Film & TV Production & Distr,FR,Bollore SE
TEP FP Equity,TELEPERFORMANCE,"4346878807,64","20,00",Technology,Software & Tech Services,IT Services,IT Services,IT Services - Commercial,FR,Teleperformance SE
SW FP Equity,SODEXO SA,"7822481642,85","25,00",Industrials,Industrial Services,Commercial Support Services,Food Services,Food Service Contractors,FR,Sodexo SA
SAN FP Equity,SANOFI,"105046796956,90","35,00",Health Care,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A,FR,Sanofi SA
ORA FP Equity,ORANGE,"38530919836,52","50,00",Communications,Telecommunications,Telecommunications,Wireless Telecommunications,Wireless Service Providers,FR,Orange SA
IPN FP Equity,IPSEN,"9546474639,29","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,FR,Ipsen SA
BN FP Equity,DANONE,"48855982351,65","30,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,Dairy Products,FR,Danone SA
AKE FP Equity,ARKEMA,"4643513732,55","15,00",Materials,Materials,Chemicals,Basic & Diversified Chemicals,Organic Chem & Intermediates,FR,Arkema SA
EDEN FP Equity,EDENRED,"6277949144,88","40,00",Financials,Financial Services,Specialty Finance,Other Financial Services,Financial Transaction Processors,FR,Edenred SE
ELIS FP Equity,ELIS SA,"6034943347,50","20,00",Industrials,Industrial Services,Commercial Support Services,Other Commercial Support Svcs,#N/A N/A,FR,Elis SA
LR FP Equity,LEGRAND SA,"35009805355,50","20,00",Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,#N/A N/A,FR,Legrand SA
ABVX US Equity,ABIVAX SA-ADR,"5290901456,52","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,FR,Abivax SA
ATE FP Equity,ALTEN SA,"2391093622,43","45,00",Industrials,Industrial Services,Engineering & Construction,Engineering Services,Ind & Traffic Engineering Svcs,FR,Alten SA
EL FP Equity,ESSILORLUXOTTICA,"124030367012,57","35,00",Health Care,Health Care,Medical Equipment & Devices,Health Care Supplies,Ophthalmic Goods,FR,EssilorLuxottica SA
AC FP Equity,ACCOR SA,"10974516619,51","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Lodging,Hotel & Motel (excl Casino Hotel),FR,Accor SA
AI FP Equity,AIR LIQUIDE SA,"104126311620,00","15,00",Materials,Materials,Chemicals,Basic & Diversified Chemicals,Inorganic Base Chemicals,FR,Air Liquide SA
GTT FP Equity,GAZTRANSPORT ET TECHNIGA SA,"5987096623,60","10,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Midstream - Oil & Gas,Liquefied Natural Gas (LNG),FR,Gaztransport Et Technigaz SA
RI FP Equity,PERNOD RICARD SA,"24626519508,78","30,00",Consumer Staples,Consumer Staple Products,Beverages,Alcoholic Beverages,Distillers,FR,Pernod Ricard SA
PUB FP Equity,PUBLICIS GROUPE,"19617616725,18","50,00",Communications,Media,Advertising & Marketing,Advertising & Marketing,Advertising Agencies & Svcs,FR,Publicis Groupe SA
CA FP Equity,CARREFOUR SA,"9413784465,01","30,00",Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets,FR,Carrefour SA
ML FP Equity,MICHELIN (CGDE),"22668650252,50","25,00",Consumer Discretionary,Consumer Discretionary Products,Automotive,Auto Parts,Tire,FR,Cie Generale des Etablissement
RF FP Equity,EURAZEO SE,"4078185352,24","40,00",Financials,Financial Services,Asset Management,Investment Companies,Investment Holding Companies,FR,Eurazeo SE
TE FP Equity,TECHNIP ENERGIES NV,"7320662176,32","10,00",Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,FR,Technip Energies NV
NEX FP Equity,NEXANS SA,"6071775325,20","20,00",Industrials,Industrial Products,Electrical Equipment,Electrical Components,Wire & Cable,FR,Nexans SA
URW FP Equity,UNIBAIL-RODAMCO-WESTFIELD,"13043864840,62","60,00",Real Estate,Real Estate,REIT,Retail REIT,Shopping Center REIT,FR,Unibail-Rodamco-Westfield
HO FP Equity,THALES SA,"49137741698,77","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,Electronics & Mission Systems,FR,Thales SA
SGO FP Equity,COMPAGNIE DE SAINT GOBAIN,"48758523392,30","20,00",Materials,Materials,Construction Materials,Building Materials,#N/A N/A,FR,Cie de Saint-Gobain SA
CRTO US Equity,CRITEO SA-SPON ADR,"1234925715,96","50,00",Communications,Media,Advertising & Marketing,Advertising & Marketing,Advertising Agencies & Svcs,FR,Criteo SA
SK FP Equity,SEB SA,"3638458377,50","25,00",Consumer Discretionary,Consumer Discretionary Products,Home & Office Products,Household Appliances,Cooking Appliances,FR,SEB SA
SNY US Equity,SANOFI-ADR,"122354107603,23","35,00",Health Care,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A,FR,Sanofi SA
AMUN FP Equity,AMUNDI SA,"13383064919,30","40,00",Financials,Financial Services,Asset Management,Investment Management,#N/A N/A,FR,Amundi SA
OR FP Equity,L'OREAL,"209709485774,05","30,00",Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,Cosmetics,FR,L'Oreal SA
VRLA FP Equity,VERALLIA,"3097442840,92","15,00",Materials,Materials,Containers & Packaging,Containers & Packaging,Glass Containers,FR,Verallia SA
EN FP Equity,BOUYGUES SA,"14915307745,77","20,00",Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,#N/A N/A,FR,Bouygues SA
GLE FP Equity,SOCIETE GENERALE SA,"45352014369,62","40,00",Financials,Banking,Banking,Diversified Banks,#N/A N/A,FR,Societe Generale SA
IVA US Equity,INVENTIVA SA - ADR,"638704368,89","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,FR,Inventiva SACA
AM FP Equity,DASSAULT AVIATION SA,"21778695088,20","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,Military Aircraft,FR,Dassault Aviation SA
RXL FP Equity,REXEL SA,"8217526153,23","20,00",Industrials,Industrial Services,Industrial Support Services,Industrial Wholesale & Rental,Industrial Equip & Sply Whslrs,FR,Rexel SA
SPIE FP Equity,SPIE SA,"9017144026,10","20,00",Industrials,Industrial Services,Engineering & Construction,Engineering Services,#N/A N/A,FR,SPIE SA
AIR FP Equity,AIRBUS SE,"145954500082,26","20,00",Industrials,Industrial Products,Aerospace & Defense,Aircraft & Parts,Aircraft,FR,Airbus SE
ADP FP Equity,ADP,"12063297383,80","20,00",Industrials,Industrial Services,Transportation & Logistics,Transport Operations & Services,Transportation Infra Operators,FR,Aeroports de Paris SA
KER FP Equity,KERING,"25949218574,50","25,00",Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",#N/A N/A,FR,Kering SA
SU FP Equity,SCHNEIDER ELECTRIC SE,"126101268872,00","20,00",Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,Power Trans & Distr Equip,FR,Schneider Electric SE
SAF FP Equity,SAFRAN SA,"124124347991,00","20,00",Industrials,Industrial Products,Aerospace & Defense,Aircraft & Parts,Aircraft Parts,FR,Safran SA
RNO FP Equity,RENAULT SA,"9655333023,84","25,00",Consumer Discretionary,Consumer Discretionary Products,Automotive,Automobiles,Cars,FR,Renault SA
BVI FP Equity,BUREAU VERITAS SA,"12110192230,08","20,00",Industrials,Industrial Services,Commercial Support Services,Professional Services,Other Professional Services,FR,Bureau Veritas SA
TTE FP Equity,TOTALENERGIES SE,"120949556631,33","10,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Integrated Oils,#N/A N/A,FR,TotalEnergies SE
CLLS US Equity,CELLECTIS - ADR,"290943173,67","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,FR,Cellectis SA
LI FP Equity,KLEPIERRE,"9994243276,25","60,00",Real Estate,Real Estate,REIT,Retail REIT,Regional Mall REIT,FR,Klepierre SA
FGR FP Equity,EIFFAGE,"12279400299,07","20,00",Industrials,Industrial Services,Engineering & Construction,Building Construction,#N/A N/A,FR,Eiffage SA
COV FP Equity,COVIVIO,"6535554051,40","60,00",Real Estate,Real Estate,REIT,Multi Asset Class REIT,#N/A N/A,FR,Covivio SA/France
ACA FP Equity,CREDIT AGRICOLE SA,"50804900456,50","40,00",Financials,Banking,Banking,Diversified Banks,#N/A N/A,FR,Credit Agricole SA
BIM FP Equity,BIOMERIEUX,"15055546822,79","35,00",Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,In Vitro Diagnostics,FR,BioMerieux
SCR FP Equity,SCOR SE,"5119843313,38","40,00",Financials,Insurance,Insurance,Reinsurance,#N/A N/A,FR,SCOR SE
ALO FP Equity,ALSTOM,"9771933780,90","20,00",Industrials,Industrial Products,Transportation Equipment,Railroad Rolling Stock,#N/A N/A,FR,Alstom SA
DG FP Equity,VINCI SA,"74606944896,00","20,00",Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,#N/A N/A,FR,Vinci SA
DIM FP Equity,SARTORIUS STEDIM BIOTECH,"17276146887,50","35,00",Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,Life Science Equipment,FR,Sartorius Stedim Biotech
RUI FP Equity,RUBIS,"2949945096,05","55,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Refining & Marketing,Petroleum Marketing,FR,Rubis SCA
MC FP Equity,LVMH MOET HENNESSY LOUIS VUI,"237992430997,62","25,00",Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design","Bags, Leather Goods & Acc Design",FR,LVMH Moet Hennessy Louis Vuitt
GFC FP Equity,GECINA SA,"6637896771,50","60,00",Real Estate,Real Estate,REIT,Office REIT,#N/A N/A,FR,Gecina SA
ENGI FP Equity,ENGIE,"45345006904,82","55,00",Utilities,Utilities,Electric Utilities,Power Generation,#N/A N/A,FR,Engie SA
BNP FP Equity,BNP PARIBAS,"93054411151,88","40,00",Financials,Banking,Banking,Diversified Banks,#N/A N/A,FR,BNP Paribas SA
VIE FP Equity,VEOLIA ENVIRONNEMENT,"22370378859,92","55,00",Utilities,Utilities,Gas & Water Utilities,Water Utilities,#N/A N/A,FR,Veolia Environnement SA
RMS FP Equity,HERMES INTERNATIONAL,"218845391076,00","25,00",Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",#N/A N/A,FR,Hermes International SCA
DSY FP Equity,DASSAULT SYSTEMES SE,"35940649434,80","45,00",Technology,Software & Tech Services,Software,Application Software,Engineering Software,FR,Dassault Systemes SE
SOP FP Equity,SOPRA STERIA GROUP,"3589683301,99","45,00",Technology,Software & Tech Services,IT Services,IT Services,IT Services - Commercial,FR,Sopra Steria Group
CAP FP Equity,CAPGEMINI SE,"20990065197,50","45,00",Technology,Software & Tech Services,IT Services,IT Services,IT Services - Commercial,FR,Capgemini SE
FR FP Equity,VALEO,"2513609160,28","25,00",Consumer Discretionary,Consumer Discretionary Products,Automotive,Auto Parts,#N/A N/A,FR,Valeo SE
VALMT FH Equity,VALMET OYJ,"5443623347,50","20,00",Industrials,Industrial Products,Machinery,Other Machinery & Equipment,Paper Industry Machinery,FI,Valmet Oyj
STERV FH Equity,STORA ENSO OYJ-R SHS,"7764559563,95","15,00",Materials,Materials,Containers & Packaging,Containers & Packaging,Paper Containers & Packaging,FI,Stora Enso Oyj
HUH1V FH Equity,HUHTAMAKI OYJ,"3280226119,40","15,00",Materials,Materials,Containers & Packaging,Containers & Packaging,Paper Containers & Packaging,FI,Huhtamaki Oyj
ELISA FH Equity,ELISA OYJ,"7576932105,44","50,00",Communications,Telecommunications,Telecommunications,Wireless Telecommunications,#N/A N/A,FI,Elisa Oyj
SAMPO FH Equity,SAMPO OYJ-A SHS,"26543869792,76","40,00",Financials,Insurance,Insurance,P&C Insurance,P&C Insurance Premiums,FI,Sampo Oyj
METSO FH Equity,METSO CORP,"9077248218,00","20,00",Industrials,Industrial Products,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,FI,Metso Oyj
MANTA FH Equity,MANDATUM OYJ,"2957867688,77","40,00",Financials,Insurance,Insurance,Life Insurance,Life Insurance Premiums,FI,Mandatum Oyj
FORTUM FH Equity,FORTUM OYJ,"13566638710,80","55,00",Utilities,Utilities,Electric Utilities,Power Generation,#N/A N/A,FI,Fortum Oyj
ORNBV FH Equity,ORION OYJ-CLASS B,"9750337646,10","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,FI,Orion Oyj
KCR FH Equity,KONECRANES OYJ,"5799043519,20","20,00",Industrials,Industrial Products,Machinery,Material Handling Machinery,Overhead Crane,FI,Konecranes Oyj
WRT1V FH Equity,WARTSILA OYJ ABP,"14378878377,00","20,00",Industrials,Industrial Products,Machinery,Engine & Transmission,Industrial Engines,FI,Wartsila OYJ Abp
NOKIA FH Equity,NOKIA OYJ,"19597414439,24","45,00",Technology,Tech Hardware & Semiconductors,Technology Hardware,Communications Equipment,Data Networking Equipment,FI,Nokia Oyj
NDA FH Equity,NORDEA BANK ABP,"46869165192,96","40,00",Financials,Banking,Banking,Banks,#N/A N/A,FI,Nordea Bank Abp
HIAB FH Equity,HIAB OYJ,"3743367518,80","20,00",Industrials,Industrial Products,Machinery,Construction & Mining Machinery,Construction Machinery,FI,Hiab Oyj
NESTE FH Equity,NESTE OYJ,"11015102350,56","10,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Refining & Marketing,Petroleum Refining,FI,Neste Oyj
UPM FH Equity,UPM-KYMMENE OYJ,"12575941707,17","15,00",Materials,Materials,"Forestry, Paper & Wood Products",Paper & Pulp Mills,#N/A N/A,FI,UPM-Kymmene Oyj
KESKOB FH Equity,KESKO OYJ-B SHS,"7699674376,00","30,00",Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets,FI,Kesko Oyj
KNEBV FH Equity,KONE OYJ-B,"28036804745,60","20,00",Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,Elevator & Moving Stairway,FI,Kone Oyj
TIETO FH Equity,TIETOEVRY OYJ,"1791466265,00","45,00",Technology,Software & Tech Services,IT Services,IT Services,IT Services - Commercial,FI,TietoEVRY Oyj
KEMIRA FH Equity,KEMIRA OYJ,"3002771626,81","15,00",Materials,Materials,Chemicals,Specialty Chemicals,Functional Additives,FI,Kemira Oyj
VIS SM Equity,VISCOFAN SA,"2771400000,00","30,00",Materials,Materials,Containers & Packaging,Containers & Packaging,Plastic Containers & Packaging,ES,Viscofan SA
BKT SM Equity,BANKINTER SA,"11689754332,77","40,00",Financials,Banking,Banking,Banks,#N/A N/A,ES,Bankinter SA
PUIG SM Equity,PUIG BRANDS SA-B,"9090992416,00","30,00",Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,Cosmetics,ES,Puig Brands SA
EDPR PL Equity,EDP RENOVAVEIS SA,"10867682419,44","55,00",Utilities,Utilities,Electric Utilities,Power Generation,Renewable Energy Generation,ES,EDP Renovaveis SA
MAP SM Equity,MAPFRE SA,"11924030273,06","40,00",Financials,Insurance,Insurance,P&C Insurance,#N/A N/A,ES,Mapfre SA
MRL SM Equity,MERLIN PROPERTIES SOCIMI SA,"7249502201,14","60,00",Real Estate,Real Estate,REIT,Multi Asset Class REIT,#N/A N/A,ES,Merlin Properties Socimi SA
ENG SM Equity,ENAGAS SA,"3463508778,28","55,00",Utilities,Utilities,Gas & Water Utilities,Gas Utilities,Gas Transmission & Storage,ES,Enagas SA
ITX SM Equity,INDUSTRIA DE DISENO TEXTIL,"136135359360,00","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Specialty Apparel Stores,#N/A N/A,ES,Industria de Diseno Textil SA
ANA SM Equity,ACCIONA SA,"9594428609,70","55,00",Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,#N/A N/A,ES,Acciona SA
REP SM Equity,REPSOL SA,"15428089386,49","10,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Integrated Oils,#N/A N/A,ES,Repsol SA
ELE SM Equity,ENDESA SA,"27929880846,46","55,00",Utilities,Utilities,Electric Utilities,Power Generation,#N/A N/A,ES,Endesa SA
VID SM Equity,VIDRALA SA,"3148445403,00","15,00",Materials,Materials,Containers & Packaging,Containers & Packaging,Glass Containers,ES,Vidrala SA
SAN SM Equity,BANCO SANTANDER SA,"122104324026,52","40,00",Financials,Banking,Banking,Diversified Banks,#N/A N/A,ES,Banco Santander SA
CLNX SM Equity,CELLNEX TELECOM SA,"21300232556,25","50,00",Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,ES,Cellnex Telecom SA
CABK SM Equity,CAIXABANK SA,"62381318274,62","40,00",Financials,Banking,Banking,Banks,#N/A N/A,ES,CaixaBank SA
IBE SM Equity,IBERDROLA SA,"108235883507,40","55,00",Utilities,Utilities,Electric Utilities,Power Generation,#N/A N/A,ES,Iberdrola SA
TEF SM Equity,TELEFONICA SA,"27443581921,36","50,00",Communications,Telecommunications,Telecommunications,Wireless Telecommunications,#N/A N/A,ES,Telefonica SA
GRF SM Equity,GRIFOLS SA,"7746700589,70","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,ES,Grifols SA
RED SM Equity,REDEIA CORP SA,"8916998400,00","55,00",Utilities,Utilities,Electric Utilities,Electric Transmission & Dist,Electric Transmission,ES,Redeia Corp SA
SAB SM Equity,BANCO DE SABADELL SA,"18112185222,35","40,00",Financials,Banking,Banking,Banks,#N/A N/A,ES,Banco de Sabadell SA
NTGY SM Equity,NATURGY ENERGY GROUP SA,"26257141731,08","55,00",Utilities,Utilities,Gas & Water Utilities,Gas Utilities,Gas Distribution,ES,Naturgy Energy Group SA
AMS SM Equity,AMADEUS IT GROUP SA,"32435942760,00","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Travel Services,#N/A N/A,ES,Amadeus IT Group SA
GRFS US Equity,GRIFOLS SA-ADR,"9145040719,91","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,ES,Grifols SA
BBVA SM Equity,BANCO BILBAO VIZCAYA ARGENTA,"94287350207,40","40,00",Financials,Banking,Banking,Banks,#N/A N/A,ES,Banco Bilbao Vizcaya Argentari
ACS SM Equity,ACS ACTIVIDADES CONS Y SERV,"17834780596,10","20,00",Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,#N/A N/A,ES,ACS Actividades de Construccio
